ID,MSSUBCLASS,MSZONING,LOTFRONTAGE,LOTAREA,STREET,ALLEY,LOTSHAPE,LANDCONTOUR,UTILITIES,LOTCONFIG,LANDSLOPE,NEIGHBORHOOD,CONDITION1,CONDITION2,BLDGTYPE,HOUSESTYLE,OVERALLQUAL,OVERALLCOND,YEARBUILT,YEARREMODADD,ROOFSTYLE,ROOFMATL,EXTERIOR1ST,EXTERIOR2ND,MASVNRTYPE,MASVNRAREA,EXTERQUAL,EXTERCOND,FOUNDATION,BSMTQUAL,BSMTCOND,BSMTEXPOSURE,BSMTFINTYPE1,BSMTFINSF1,BSMTFINTYPE2,BSMTFINSF2,BSMTUNFSF,TOTALBSMTSF,HEATING,HEATINGQC,CENTRALAIR,ELECTRICAL,1STFLRSF,2NDFLRSF,LOWQUALFINSF,GRLIVAREA,BSMTFULLBATH,BSMTHALFBATH,FULLBATH,HALFBATH,BEDROOMABVGR,KITCHENABVGR,KITCHENQUAL,TOTRMSABVGRD,FUNCTIONAL,FIREPLACES,FIREPLACEQU,GARAGETYPE,GARAGEFINISH,GARAGECARS,GARAGEAREA,GARAGEQUAL,GARAGECOND,PAVEDDRIVE,WOODDECKSF,OPENPORCHSF,ENCLOSEDPORCH,3SSNPORCH,SCREENPORCH,FENCE,MISCFEATURE,MISCVAL,MOSOLD,YRSOLD,SALETYPE,SALECONDITION,SALEPRICE,HASGARAGE,HASPOOL
818,20,RL,0.0,13265.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,MITCHEL,NORM,NORM,1FAM,1STORY,8,5,2002,2002,HIP,COMPSHG,CEMNTBD,CMENTBD,BRKFACE,148.0,GD,TA,PCONC,GD,TA,GD,GLQ,1218.0,TA,0.0,350.0,1568.0,GASA,EX,Y,SBRKR,1689.0,0.0,0.0,1689.0,1,0,2,0,3,1,GD,7,TYP,2,GD,ATTCHD,ATTCHD,3,857.0,ATTCHD,ATTCHD,Y,150.0,59.0,0.0,0.0,0.0,NA,NA,0,7,2008,WD,NORMAL,271000,True,False
819,80,RL,80.0,8816.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,CLEARCR,NORM,NORM,1FAM,SLVL,6,7,1971,1971,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,80.0,TA,TA,CBLOCK,TA,TA,TA,GLQ,504.0,TA,0.0,506.0,1010.0,GASA,GD,Y,SBRKR,1052.0,0.0,0.0,1052.0,1,0,1,0,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,2,440.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,6,2010,WD,NORMAL,155000,True,False
820,120,RL,44.0,6371.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,TWNHSE,1STORY,7,5,2009,2010,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,128.0,GD,TA,PCONC,GD,TA,GD,GLQ,733.0,TA,0.0,625.0,1358.0,GASA,EX,Y,SBRKR,1358.0,0.0,0.0,1358.0,1,0,2,0,2,1,GD,6,TYP,1,GD,ATTCHD,ATTCHD,2,484.0,ATTCHD,ATTCHD,Y,192.0,35.0,0.0,0.0,0.0,NA,NA,0,6,2010,NEW,PARTIAL,224000,True,False
821,60,RL,72.0,7226.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,798.0,798.0,GASA,EX,Y,SBRKR,798.0,842.0,0.0,1640.0,0,0,2,1,3,1,GD,6,TYP,0,NA,ATTCHD,ATTCHD,2,595.0,ATTCHD,ATTCHD,Y,0.0,45.0,0.0,0.0,0.0,NA,NA,0,6,2008,WD,NORMAL,183000,True,False
822,20,RM,60.0,6000.0,PAVE,NA,REG,BNK,ALLPUB,INSIDE,MOD,OLDTOWN,NORM,NORM,2FMCON,1STORY,4,4,1953,1953,GABLE,COMPSHG,METALSD,METALSD,None,0.0,FA,TA,CBLOCK,FA,TA,FA,UNF,0.0,TA,0.0,936.0,936.0,GASA,TA,N,SBRKR,936.0,0.0,0.0,936.0,0,0,1,0,2,1,TA,4,MIN2,0,NA,DETCHD,DETCHD,2,576.0,DETCHD,DETCHD,Y,0.0,32.0,112.0,0.0,0.0,NA,NA,0,2,2009,WD,NORMAL,93000,True,False
823,60,RL,0.0,12394.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,1FAM,2STORY,7,5,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,847.0,847.0,GASA,EX,Y,SBRKR,847.0,886.0,0.0,1733.0,0,0,2,1,3,1,GD,7,TYP,1,GD,BUILTIN,BUILTIN,2,433.0,BUILTIN,BUILTIN,Y,100.0,48.0,0.0,0.0,0.0,NA,NA,0,10,2007,WD,FAMILY,225000,True,False
824,50,RL,60.0,9900.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SWISU,NORM,NORM,1FAM,1.5FIN,6,7,1940,1950,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,BRKTIL,TA,TA,TA,UNF,0.0,TA,0.0,778.0,778.0,GASA,TA,Y,SBRKR,944.0,545.0,0.0,1489.0,0,0,2,0,3,1,TA,7,TYP,1,GD,DETCHD,DETCHD,1,240.0,DETCHD,DETCHD,Y,335.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2009,WD,NORMAL,139500,True,False
825,20,FV,81.0,11216.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,8,5,2006,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,GD,GD,UNF,0.0,GD,0.0,1489.0,1489.0,GASA,EX,Y,SBRKR,1489.0,0.0,0.0,1489.0,0,0,2,0,3,1,GD,7,TYP,1,GD,ATTCHD,ATTCHD,2,776.0,ATTCHD,ATTCHD,Y,0.0,140.0,0.0,0.0,0.0,NA,NA,0,6,2006,NEW,PARTIAL,232600,True,False
826,20,RL,114.0,14803.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,POSN,POSN,1FAM,1STORY,10,5,2007,2008,HIP,COMPSHG,CEMNTBD,CMENTBD,BRKFACE,816.0,EX,TA,PCONC,EX,TA,EX,GLQ,1636.0,TA,0.0,442.0,2078.0,GASA,EX,Y,SBRKR,2084.0,0.0,0.0,2084.0,1,0,2,0,2,1,EX,7,TYP,1,GD,ATTCHD,ATTCHD,3,1220.0,ATTCHD,ATTCHD,Y,188.0,45.0,0.0,0.0,0.0,NA,NA,0,6,2008,NEW,PARTIAL,385000,True,False
827,45,RM,50.0,6130.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5UNF,5,6,1924,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,BRKTIL,TA,TA,TA,ALQ,784.0,TA,0.0,0.0,784.0,GASA,GD,Y,SBRKR,784.0,0.0,0.0,784.0,1,0,1,0,2,1,GD,5,TYP,0,NA,NA,NA,0,0.0,NA,NA,Y,0.0,0.0,116.0,0.0,0.0,NA,NA,0,5,2008,WD,NORMAL,109500,False,False
828,20,RL,65.0,8529.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,1STORY,7,5,2001,2001,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,GLQ,20.0,TA,0.0,1434.0,1454.0,GASA,EX,Y,SBRKR,1434.0,0.0,0.0,1434.0,0,0,2,0,3,1,GD,6,TYP,1,TA,ATTCHD,ATTCHD,2,527.0,ATTCHD,ATTCHD,Y,290.0,39.0,0.0,0.0,0.0,NA,NA,0,4,2009,WD,NORMAL,189000,True,False
829,60,RL,0.0,28698.0,PAVE,NA,IR2,LOW,ALLPUB,CULDSAC,SEV,CLEARCR,NORM,NORM,1FAM,2STORY,5,5,1967,1967,FLAT,TAR&GRV,PLYWOOD,PLYWOOD,None,0.0,TA,TA,PCONC,TA,GD,TA,LWQ,249.0,GD,764.0,0.0,1013.0,GASA,TA,Y,SBRKR,1160.0,966.0,0.0,2126.0,0,1,2,1,3,1,TA,7,MIN2,0,NA,ATTCHD,ATTCHD,2,538.0,ATTCHD,ATTCHD,Y,486.0,0.0,0.0,0.0,225.0,NA,NA,0,6,2009,WD,ABNORML,185000,True,False
830,160,FV,24.0,2544.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHS,2STORY,7,5,2005,2005,GABLE,COMPSHG,METALSD,METALSD,None,0.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,600.0,600.0,GASA,EX,Y,SBRKR,520.0,623.0,80.0,1223.0,0,0,2,1,2,1,GD,4,TYP,0,NA,DETCHD,DETCHD,2,480.0,DETCHD,DETCHD,Y,0.0,166.0,0.0,0.0,0.0,NA,NA,0,7,2006,WD,NORMAL,147400,True,False
831,20,RL,80.0,11900.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1957,1957,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,387.0,TA,TA,CBLOCK,TA,TA,TA,REC,1040.0,TA,0.0,352.0,1392.0,GASA,TA,Y,FUSEA,1392.0,0.0,0.0,1392.0,1,0,1,1,3,1,TA,6,TYP,2,GD,ATTCHD,ATTCHD,2,458.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,192.0,NA,NA,0,6,2008,WD,NORMAL,166000,True,False
832,160,FV,30.0,3180.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHSE,2STORY,7,5,2005,2005,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,600.0,600.0,GASA,EX,Y,SBRKR,520.0,600.0,80.0,1200.0,0,0,2,1,2,1,GD,4,TYP,0,NA,DETCHD,DETCHD,2,480.0,DETCHD,DETCHD,Y,0.0,166.0,0.0,0.0,0.0,NA,NA,0,6,2006,WD,NORMAL,151000,True,False
833,60,RL,44.0,9548.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,6,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,223.0,GD,TA,PCONC,GD,TA,GD,GLQ,483.0,TA,0.0,458.0,941.0,GASA,EX,Y,SBRKR,941.0,888.0,0.0,1829.0,1,0,2,1,3,1,GD,7,TYP,1,TA,ATTCHD,ATTCHD,2,613.0,ATTCHD,ATTCHD,Y,192.0,39.0,0.0,0.0,0.0,NA,NA,0,1,2010,WD,NORMAL,237000,True,False
834,20,RL,100.0,10004.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,6,1964,1964,GABLE,COMPSHG,HDBOARD,PLYWOOD,BRKFACE,180.0,TA,TA,CBLOCK,TA,TA,TA,REC,196.0,TA,345.0,975.0,1516.0,GASA,TA,Y,SBRKR,1516.0,0.0,0.0,1516.0,0,0,1,1,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,2,472.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,152.0,NA,NA,0,2,2009,WD,NORMAL,167000,True,False
835,20,RL,75.0,7875.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,6,1961,1961,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,136.0,TA,TA,CBLOCK,TA,TA,TA,REC,572.0,TA,0.0,572.0,1144.0,GASA,GD,Y,SBRKR,1144.0,0.0,0.0,1144.0,1,0,1,0,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,2,456.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,9,2008,WD,NORMAL,139950,True,False
836,20,RL,60.0,9600.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,4,7,1950,1995,GABLE,COMPSHG,VINYLSD,HDBOARD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,BLQ,442.0,TA,0.0,625.0,1067.0,GASA,TA,Y,SBRKR,1067.0,0.0,0.0,1067.0,0,0,2,0,2,1,GD,4,MIN2,0,NA,ATTCHD,ATTCHD,2,436.0,ATTCHD,ATTCHD,Y,290.0,0.0,0.0,0.0,0.0,NA,NA,0,2,2010,WD,NORMAL,128000,True,False
837,30,RM,90.0,8100.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1STORY,5,6,1948,1973,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,BRKTIL,TA,TA,TA,REC,338.0,TA,0.0,1221.0,1559.0,GASA,GD,Y,SBRKR,1559.0,0.0,0.0,1559.0,1,0,1,0,2,1,TA,5,MIN2,0,NA,DETCHD,DETCHD,2,812.0,DETCHD,DETCHD,Y,0.0,116.0,230.0,0.0,0.0,NA,NA,0,6,2007,COD,NORMAL,153500,True,False
838,160,RM,21.0,1680.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,BRDALE,NORM,NORM,TWNHS,2STORY,6,5,1973,1973,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,158.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,330.0,TA,0.0,153.0,483.0,GASA,TA,Y,SBRKR,483.0,504.0,0.0,987.0,1,0,1,1,2,1,TA,5,TYP,0,NA,DETCHD,DETCHD,1,264.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,11,2008,WD,NORMAL,100000,True,False
839,20,RL,75.0,9525.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,6,1995,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,1099.0,1099.0,GASA,EX,Y,SBRKR,1099.0,0.0,0.0,1099.0,0,0,1,1,3,1,GD,6,TYP,0,NA,ATTCHD,ATTCHD,1,352.0,ATTCHD,ATTCHD,Y,278.0,0.0,0.0,0.0,0.0,NA,NA,0,6,2008,WD,NORMAL,144000,True,False
840,50,RL,70.0,11767.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1.5FIN,5,6,1946,1995,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,352.0,TA,0.0,416.0,768.0,GASA,EX,Y,SBRKR,768.0,432.0,0.0,1200.0,0,0,1,0,3,1,TA,6,TYP,0,NA,DETCHD,DETCHD,1,240.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,5,2008,WD,NORMAL,130500,True,False
841,70,RH,0.0,12155.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,SWISU,NORM,NORM,1FAM,2STORY,6,8,1925,1950,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,BRKTIL,TA,TA,TA,BLQ,156.0,TA,0.0,516.0,672.0,GASA,TA,N,SBRKR,810.0,672.0,0.0,1482.0,0,0,2,0,4,1,FA,7,TYP,0,NA,DETCHD,DETCHD,1,400.0,DETCHD,DETCHD,P,0.0,0.0,254.0,0.0,0.0,NA,NA,0,3,2008,WD,NORMAL,140000,True,False
842,70,RM,60.0,10440.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,2STORY,5,8,1904,2002,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,PCONC,TA,TA,TA,UNF,0.0,TA,0.0,650.0,650.0,GASA,GD,Y,SBRKR,958.0,581.0,0.0,1539.0,0,0,2,0,3,1,GD,8,TYP,1,PO,DETCHD,DETCHD,2,686.0,DETCHD,DETCHD,P,70.0,78.0,68.0,0.0,0.0,NA,NA,0,6,2008,WD,NORMAL,157500,True,False
843,80,RL,82.0,9020.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,SLVL,6,7,1966,1966,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,183.0,TA,TA,CBLOCK,TA,TA,TA,REC,312.0,TA,539.0,276.0,1127.0,GASA,TA,Y,SBRKR,1165.0,0.0,0.0,1165.0,1,0,1,1,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,2,490.0,ATTCHD,ATTCHD,Y,0.0,129.0,0.0,0.0,0.0,NA,NA,0,5,2008,WD,NORMAL,174900,True,False
844,90,RL,80.0,8000.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,NAMES,ARTERY,NORM,DUPLEX,1STORY,5,4,1961,1961,GABLE,COMPSHG,BRKFACE,BRKFACE,None,0.0,TA,TA,CBLOCK,TA,TA,TA,UNF,0.0,TA,0.0,1800.0,1800.0,GASA,EX,N,SBRKR,1800.0,0.0,0.0,1800.0,0,0,2,0,6,2,TA,10,TYP,0,NA,NA,NA,0,0.0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2007,WD,NORMAL,141000,False,False
845,50,RM,100.0,12665.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,ARTERY,NORM,1FAM,1.5FIN,5,8,1915,1950,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,BRKTIL,TA,TA,TA,UNF,0.0,TA,0.0,876.0,876.0,GASA,GD,Y,SBRKR,876.0,540.0,0.0,1416.0,0,0,1,1,4,1,TA,7,TYP,1,GD,DETCHD,DETCHD,3,720.0,DETCHD,DETCHD,Y,418.0,0.0,194.0,0.0,0.0,NA,NA,0,6,2008,WD,NORMAL,153900,True,False
846,85,RL,0.0,16647.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,SAWYER,RRAE,NORM,1FAM,SFOYER,5,5,1975,1981,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,ALQ,1390.0,TA,0.0,0.0,1390.0,GASA,TA,Y,SBRKR,1701.0,0.0,0.0,1701.0,1,0,2,0,3,1,TA,6,MIN2,2,TA,BASMENT,BASMENT,2,611.0,BASMENT,BASMENT,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,1,2007,WD,NORMAL,171000,True,False
847,60,RL,75.0,9317.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,2STORY,7,5,1993,1993,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,137.0,GD,TA,PCONC,GD,TA,GD,ALQ,513.0,TA,0.0,227.0,740.0,GASA,EX,Y,SBRKR,1006.0,769.0,0.0,1775.0,1,0,2,1,3,1,GD,7,TYP,1,TA,ATTCHD,ATTCHD,2,425.0,ATTCHD,ATTCHD,Y,234.0,72.0,192.0,0.0,0.0,NA,NA,0,7,2009,WD,NORMAL,213000,True,False
848,20,RL,36.0,15523.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,6,1972,1972,GABLE,COMPSHG,HDBOARD,PLYWOOD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,460.0,TA,0.0,404.0,864.0,GASA,EX,Y,SBRKR,864.0,0.0,0.0,864.0,1,0,1,0,3,1,TA,5,TYP,1,FA,ATTCHD,ATTCHD,1,338.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,8,2009,WD,NORMAL,133500,True,False
849,50,RL,75.0,45600.0,PAVE,NA,IR2,BNK,ALLPUB,INSIDE,GTL,CLEARCR,NORM,NORM,1FAM,1.5FIN,6,8,1908,1997,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,BRKTIL,TA,TA,TA,UNF,0.0,TA,0.0,907.0,907.0,GASA,TA,Y,SBRKR,1307.0,1051.0,0.0,2358.0,0,0,3,0,5,1,TA,10,TYP,1,GD,DETCHD,DETCHD,2,360.0,DETCHD,DETCHD,Y,486.0,40.0,0.0,0.0,175.0,NA,NA,0,9,2008,WD,NORMAL,240000,True,False
850,80,RL,80.0,9600.0,PAVE,NA,REG,LVL,ALLPUB,FR2,GTL,VEENKER,FEEDR,NORM,1FAM,SLVL,6,7,1976,1994,HIP,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,360.0,GD,GD,CBLOCK,TA,TA,TA,UNF,0.0,TA,0.0,528.0,528.0,GASA,EX,Y,SBRKR,1094.0,761.0,0.0,1855.0,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,ATTCHD,2,512.0,ATTCHD,ATTCHD,Y,113.0,100.0,0.0,0.0,0.0,NA,NA,0,8,2007,WD,NORMAL,187000,True,False
851,120,RM,36.0,4435.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,TWNHSE,1STORY,6,5,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,170.0,GD,TA,PCONC,GD,TA,GD,GLQ,659.0,TA,0.0,189.0,848.0,GASA,EX,Y,SBRKR,848.0,0.0,0.0,848.0,1,0,1,0,1,1,GD,3,TYP,0,NA,ATTCHD,ATTCHD,2,420.0,ATTCHD,ATTCHD,Y,140.0,0.0,0.0,0.0,0.0,NA,NA,0,11,2007,WD,NORMAL,131500,True,False
852,120,RL,0.0,3196.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,BLMNGTN,NORM,NORM,TWNHSE,1STORY,8,5,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,40.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,1273.0,1273.0,GASA,EX,Y,SBRKR,1456.0,0.0,0.0,1456.0,0,0,2,0,2,1,GD,7,TYP,1,TA,ATTCHD,ATTCHD,2,400.0,ATTCHD,ATTCHD,Y,143.0,20.0,0.0,0.0,0.0,NA,NA,0,5,2006,WD,NORMAL,215000,True,False
853,75,RL,53.0,7128.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,CRAWFOR,NORM,NORM,1FAM,2.5UNF,7,5,1941,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,GD,CBLOCK,TA,TA,TA,REC,364.0,TA,0.0,554.0,918.0,GASA,GD,Y,SBRKR,918.0,728.0,0.0,1646.0,0,0,2,0,4,1,TA,7,TYP,2,GD,DETCHD,DETCHD,1,240.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,126.0,NA,NA,0,8,2007,WD,NORMAL,164000,True,False
854,80,RL,0.0,12095.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,SLVL,6,6,1964,1964,GABLE,COMPSHG,METALSD,HDBOARD,BRKFACE,115.0,TA,GD,CBLOCK,TA,TA,TA,REC,564.0,TA,0.0,563.0,1127.0,GASA,TA,Y,SBRKR,1445.0,0.0,0.0,1445.0,0,0,1,1,3,1,TA,7,TYP,1,FA,ATTCHD,ATTCHD,2,645.0,ATTCHD,ATTCHD,Y,180.0,0.0,0.0,0.0,0.0,NA,NA,0,8,2009,WD,NORMAL,158000,True,False
855,20,RL,102.0,17920.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,4,1955,1974,HIP,COMPSHG,WD SDNG,PLYWOOD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,306.0,TA,1085.0,372.0,1763.0,GASA,TA,Y,SBRKR,1779.0,0.0,0.0,1779.0,1,0,1,1,3,1,TA,6,TYP,1,GD,ATTCHD,ATTCHD,2,454.0,ATTCHD,ATTCHD,Y,0.0,418.0,0.0,0.0,312.0,NA,NA,0,7,2006,WD,ABNORML,170000,True,False
856,20,RL,0.0,6897.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,8,1962,2010,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,GD,CBLOCK,TA,TA,TA,ALQ,659.0,TA,0.0,381.0,1040.0,GASA,EX,Y,SBRKR,1040.0,0.0,0.0,1040.0,1,0,1,1,3,1,TA,6,TYP,0,NA,DETCHD,DETCHD,1,260.0,DETCHD,DETCHD,Y,0.0,104.0,0.0,0.0,0.0,NA,NA,0,4,2010,WD,NORMAL,127000,True,False
857,80,RL,0.0,10970.0,PAVE,NA,IR1,LOW,ALLPUB,INSIDE,MOD,COLLGCR,NORM,NORM,1FAM,SLVL,6,6,1978,1978,GABLE,COMPSHG,PLYWOOD,HDBOARD,None,0.0,TA,TA,CBLOCK,GD,GD,GD,GLQ,505.0,GD,435.0,0.0,940.0,GASA,TA,Y,SBRKR,1026.0,0.0,0.0,1026.0,1,0,1,0,3,1,TA,5,TYP,0,NA,DETCHD,DETCHD,2,576.0,DETCHD,DETCHD,Y,0.0,0.0,34.0,0.0,0.0,NA,NA,0,10,2008,WD,NORMAL,147000,True,False
858,60,RL,65.0,8125.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,5,1994,1995,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,702.0,702.0,GASA,GD,Y,SBRKR,702.0,779.0,0.0,1481.0,0,0,2,1,3,1,TA,6,TYP,1,TA,ATTCHD,ATTCHD,2,343.0,ATTCHD,ATTCHD,Y,0.0,36.0,0.0,0.0,0.0,NA,NA,0,3,2009,WD,NORMAL,174000,True,False
859,20,RL,80.0,10400.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NWAMES,NORM,NORM,1FAM,1STORY,7,5,1976,1976,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,189.0,TA,TA,CBLOCK,GD,TA,GD,UNF,0.0,TA,0.0,1090.0,1090.0,GASA,TA,Y,SBRKR,1370.0,0.0,0.0,1370.0,0,0,2,0,3,1,TA,6,TYP,1,TA,ATTCHD,ATTCHD,2,479.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,6,2009,WD,FAMILY,152000,True,False
860,60,RL,0.0,11029.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,NWAMES,POSA,NORM,1FAM,2STORY,6,7,1968,1984,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,220.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,619.0,TA,0.0,435.0,1054.0,GASA,TA,Y,SBRKR,1512.0,1142.0,0.0,2654.0,1,0,2,1,4,1,GD,9,TYP,1,GD,ATTCHD,ATTCHD,2,619.0,ATTCHD,ATTCHD,Y,0.0,65.0,0.0,0.0,222.0,NA,NA,0,8,2006,WD,NORMAL,250000,True,False
